DNA_TUBE_LABELS	SPECIMEN CODE	DNA all used up (tube tossed)	AHeditName	Used in Oaks of Americas study	COLLECTOR NUMBER	SPECIES	Collector Notes/Provin.	EXTRACTION DATE	Qubit tube A	Tube A current status	Qubit Tube B	Tube B current status	Nano lite: TUBE A 	tube A FM nano	Nano TUBE B 	Tissue Mass	A260/A280 tube A	A260/A280 tube B	Elution Volume (µl) tube3 a	Elution Volume B tubes	total ~µg in tube A	total ~µg in tube B	Total µg btwn A+ B	New Conc.	LOCATION_OF_DNA	Collector_Notes	Project	SPECIES.no.authors	Section	DNA extraction sheet
OAK-MOR-001399	QUE001943		10/10/2018 – from Quercus macrocarpa		MN-MG499	Quercus alba	Minnesota	12/5/2017	42.1		15.8					44											Quercus macrocarpa Hybridization			Quercus macrocarpa, MN-MG499, (spmcode: QUE001943)
OAK-MOR-001400	QUE001947		10/10/2018 – from Quercus macrocarpa		MN-MG503	Quercus muehlenbergii	Minnesota	12/5/2017	37.1		8.76					65											Quercus macrocarpa Hybridization			Quercus macrocarpa, MN-MG 505, (spmcode: QUE001949)
OAK-MOR-001401	QUE001955				MB-MG511	Quercus macrocarpa Michx.	Manitoba	12/5/2017	41.1		27.8					42											Quercus macrocarpa Hybridization			Quercus macrocarpa, MB-MG511, (spmcode: QUE001955)
OAK-MOR-001402	QUE001959				MB-MG515	Quercus macrocarpa Michx.	Manitoba	12/5/2017	43.1		28.6					43											Quercus macrocarpa Hybridization			Quercus macrocarpa, MB-MG515, (spmcode: QUE001959)
OAK-MOR-001403	QUE001960				MB-MG516	Quercus macrocarpa Michx.	Manitoba	12/5/2017	46.1		5.09					49											Quercus macrocarpa Hybridization			Quercus macrocarpa, MB-MG516, (spmcode: QUE001960)
OAK-MOR-001404	QUE001969				MB-MG525	Quercus macrocarpa Michx.	Manitoba	12/5/2017	42.2		5					43											Quercus macrocarpa Hybridization			Quercus macrocarpa, MB-MG525, (spmcode: QUE001969)
OAK-MOR-001405	QUE001974				MB-MG530	Quercus macrocarpa Michx.	Manitoba	12/5/2017	37.3		8					46											Quercus macrocarpa Hybridization			Quercus macrocarpa, MB-MG530, (spmcode: QUE001974)
OAK-MOR-001406	QUE001979				MB-MG535	Quercus macrocarpa Michx.	Manitoba	12/5/2017	43.7		17.8					37											Quercus macrocarpa Hybridization			Quercus macrocarpa, MB-MG535, (spmcode: QUE001979)
OAK-MOR-001407	QUE001980				WI-MG536	Quercus macrocarpa Michx.	Wisconsin	12/5/2017	41.3		5.63					44											Quercus macrocarpa Hybridization			Quercus macrocarpa, WI-MG536, (spmcode: QUE001980)
OAK-MOR-001408	QUE001985				WI-MG541	Quercus macrocarpa Michx.	Wisconsin	12/8/2017	47.2							41											Quercus macrocarpa Hybridization			Quercus macrocarpa, WI-MG541, (spmcode: QUE001985)
OAK-MOR-001409	QUE002058				Minooka 3	Quercus macrocarpa Michx.	Kansas	12/8/2017	53							52											Quercus macrocarpa Hybridization			Quercus macrocarpa, Minooka 3, (spmcode: QUE002058)
OAK-MOR-001410	QUE002059				Minooka 4	Quercus macrocarpa Michx.	Kansas	12/8/2017	51							56											Quercus macrocarpa Hybridization			Quercus macrocarpa, Minooka 4, (spmcode: QUE002059)
OAK-MOR-001411	QUE002068				Salina 3	Quercus macrocarpa Michx.	Kansas	12/8/2017	35.4							70											Quercus macrocarpa Hybridization			Quercus macrocarpa, Salina 3, (spmcode: QUE002068)
OAK-MOR-001412	QUE002069				Salina 4	Quercus macrocarpa Michx.	Kansas	12/8/2017	45.4							51											Quercus macrocarpa Hybridization			Quercus macrocarpa, Salina 4, (spmcode: QUE002069)
OAK-MOR-001413	QUE002072				Chickenbristle 1	Quercus macrocarpa Michx.	Illinois	12/8/2017	48.5							52											Quercus macrocarpa Hybridization			Quercus macrocarpa, Chickenbristle 1, (spmcode: QUE002072)
OAK-MOR-001414	QUE002073				Chickenbristle 2	Quercus macrocarpa Michx.	Illinois	12/8/2017	50							49											Quercus macrocarpa Hybridization			Quercus macrocarpa, Chickenbristle 2, (spmcode: QUE002073)
OAK-MOR-001415	QUE002076		10/9/2018 -- from Quercus alba??		Chickenbristle 5	Quercus macrocarpa	Illinois	12/8/2017	56							67											Quercus macrocarpa Hybridization			Quercus alba?, Chickenbristle 5, (spmcode: QUE002076)
OAK-MOR-001416	QUE002083				IL-MG604	Quercus macrocarpa Michx. ?	Illinois	12/8/2017	57							46											Quercus macrocarpa Hybridization			Quercus macrocarpa, IL-MG604, (spmcode: QUE002083)
OAK-MOR-001417	QUE002084		10/9/2018 -- from Quercus macrocarpa?		IL-MG605	Quercus macrocarpa	Illinois	12/8/2017	58							50											Quercus macrocarpa Hybridization			Quercus macrocarpa, IL-MG605, (spmcode: QUE002084)
OAK-MOR-001418	QUE002087				IN-MG608	Quercus macrocarpa Michx. ?	Indiana	12/8/2017	53							40											Quercus macrocarpa Hybridization			Quercus macrocarpa, IN-MG608, (spmcode: QUE002087)
OAK-MOR-001419	QUE002092		10/10/2018 – from Quercus bicolor		IN-MG613	Quercus alba	Indiana	12/8/2017	47.9							41											Quercus macrocarpa Hybridization			Quercus bicolor, IN-MG613, (spmcode: QUE002092)
OAK-MOR-001420	QUE002096				IN-MG617	Quercus macrocarpa Michx.	Indiana	12/8/2017	46.3							43											Quercus macrocarpa Hybridization			Quercus macrocarpa, IN-MG6017, (spmcode: QUE002096)
OAK-MOR-001421	QUE002099		10/10/2018 – from Quercus bicolor		IN-MG620	Quercus alba	Indiana	12/8/2017	39.3							44											Quercus macrocarpa Hybridization			Quercus bicolor, IN-MG620, (spmcode: QUE002099)
OAK-MOR-001422	QUE002103				IN-MG624	Quercus macrocarpa Michx.	Indiana	12/8/2017	30.8							74											Quercus macrocarpa Hybridization			Quercus macrocarpa, IN-MG624, (spmcode: QUE002103)
OAK-MOR-001423	QUE002106		10/10/2018 – from Quercus alba		IN-MG627	Quercus macrocarpa	Indiana	12/8/2017	43.4							46											Quercus macrocarpa Hybridization			Quercus alba, IN-MG627, (spmcode: QUE002106)
OAK-MOR-001424	QUE002107				IN-MG628	Quercus bicolor Willd.	Indiana	12/8/2017	38.5							50											Quercus macrocarpa Hybridization			Quercus bicolor, IN-MG628, (spmcode: QUE002107)
OAK-MOR-001425	QUE002109				IN-MG630	Quercus alba L. ?	Indiana	12/8/2017	52							54											Quercus macrocarpa Hybridization			Quercus alba, IN-MG630, (spmcode: QUE002109)
OAK-MOR-001426	QUE002110				IN-MG631	Quercus macrocarpa Michx.	Indiana	12/8/2017	46.9							41											Quercus macrocarpa Hybridization			Quercus macrocarpa, IN-MG631, (spmcode: QUE002110)
OAK-MOR-001427	QUE002114				IN-MG635	Quercus macrocarpa Michx.	Indiana	12/8/2017	57							46											Quercus macrocarpa Hybridization			Quercus macrocarpa, IN-MG635, (spmcode: QUE002114)
OAK-MOR-001428	QUE002119				IN-MG640	Quercus macrocarpa Michx.	Indiana	12/8/2017	52							39											Quercus macrocarpa Hybridization			Quercus macrocarpa, IN-MG640, (spmcode: QUE002119)
OAK-MOR-001429	QUE002124				IN-MG645	Quercus alba L.	Indiana	12/8/2017	50							50											Quercus macrocarpa Hybridization			Quercus alba, IN-MG645, (spmcode: QUE002124)
OAK-MOR-001430	QUE002128				IN-MG649	Quercus alba L.	Indiana	12/8/2017	47.6							57											Quercus macrocarpa Hybridization			Quercus macrocarpa, IN-MG649, (spmcode: QUE002128)
OAK-MOR-001431	QUE002131		10/10/2018 – from Quercus montana		QU__-1030	Quercus muehlenbergii	Connecticut	12/8/2017	49.9							43											Quercus macrocarpa Hybridization			Quercus montana, QU__-1030, (spmcode: QUE002131)
OAK-MOR-001432	QUE002132				QUMAC-1031	Quercus macrocarpa Michx.		12/11/2017	49.3							57											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1031, (spmcode: QUE002132)
OAK-MOR-001433	QUE002134				QUMAC-1033	Quercus macrocarpa Michx.		12/11/2017	55							41											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1033, (spmcode: QUE002134)
OAK-MOR-001434	QUE002135				QUMAC-1034	Quercus macrocarpa Michx.		12/11/2017	56							51											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1034, (spmcode: QUE002135)
OAK-MOR-001435	QUE002136				QUMAC-1035	Quercus macrocarpa Michx.		12/11/2017	262							55											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1035, (spmcode: QUE002136)
OAK-MOR-001436	QUE002139				QUMAC-1038	Quercus macrocarpa Michx.		12/11/2017	51							46											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1038, (spmcode: QUE002139)
OAK-MOR-001437	QUE002140				QUMAC-1039	Quercus macrocarpa Michx.		12/11/2017	50							41											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1039, (spmcode: QUE002140)
OAK-MOR-001438	QUE002141				QUMAC-1040	Quercus macrocarpa Michx.		12/11/2017	50							47											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1040, (spmcode: QUE002141)
OAK-MOR-001439	QUE002143				QUMAC-1042	Quercus macrocarpa Michx.		12/11/2017	53							46											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1042, (spmcode: QUE002143)
OAK-MOR-001440	QUE002147				QUMAC-1046	Quercus macrocarpa Michx.		12/11/2017	53							40											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1046, (spmcode: QUE002147)
OAK-MOR-001441	QUE002148				QUMAC-1047	Quercus macrocarpa Michx.		12/11/2017	51							50											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1047, (spmcode: QUE002148)
OAK-MOR-001442	QUE002149				QUAL-1048	Quercus alba L.		12/11/2017	53							56											Quercus macrocarpa Hybridization			Quercus alba, QUAL-1048, (spmcode: QUE002149)
OAK-MOR-001443	QUE002150				QUMAC-1049	Quercus macrocarpa Michx.		12/11/2017	54							41											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1049, (spmcode: QUE002150)
OAK-MOR-001444	QUE002151				QUMAC-1050	Quercus macrocarpa Michx.		12/13/2017	43.3							53											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1050, (spmcode: QUE002151)
OAK-MOR-001445	QUE002156		10/9/2018 -- from Quercus sp�. Though there is something funny with this one		QU__-1055	Quercus alba		12/13/2017	49.7							67											Quercus macrocarpa Hybridization			Quercus sp., QU__-1055, (spmcode: QUE002156)
OAK-MOR-001446	QUE002157				QUAL-1056	Quercus alba L.		12/13/2017	34.9							46											Quercus macrocarpa Hybridization			Quercus alba, QUAL-1056, (spmcode: QUE002157)
OAK-MOR-001447	QUE002158				QUMAC-1057	Quercus macrocarpa Michx.		12/13/2017	102							47											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1057, (spmcode: QUE002158)
OAK-MOR-001448	QUE002159				QUMAC-1058	Quercus macrocarpa Michx.		12/13/2017	56							41											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1058, (spmcode: QUE002159)
OAK-MOR-001449	QUE002160				QUMAC-1059	Quercus macrocarpa Michx.		12/13/2017	51							42											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1059, (spmcode: QUE002160)
OAK-MOR-001450	QUE002161				QUMAC-1060	Quercus macrocarpa Michx.		12/13/2017	60							41											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1060, (spmcode: QUE002161)
OAK-MOR-001451	QUE002164				QUMAC-1063	Quercus macrocarpa Michx.		12/13/2017	50							40											Quercus macrocarpa Hybridization			Quercus macrocarpa, QUMAC-1063, (spmcode: QUE002164)
OAK-MOR-001452	QUE002166				MO-MG542	Quercus macrocarpa Michx.	Missouri	12/13/2017	51							43											Quercus macrocarpa Hybridization			Quercus macrocarpa, MO-MG542, (spmcode: QUE002166)
OAK-MOR-001453	QUE002170				MO-MG546	Quercus macrocarpa Michx.	Missouri	12/13/2017	53							46											Quercus macrocarpa Hybridization			Quercus macrocarpa, MO-MG546, (spmcode: QUE002170)
